	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
M2.Index.R	0.2114184	0.31790575	0.2930304	0.2202184	0.18238195	0.14603345	0.17629085	0.3405568	0.2749982	0.21724595	0.4038752	0.11113945	0.2406822	0.2639044	0.26750595	0.23632025	0.2193223	0.1419652	0.16843575	0.21159815	0.22263845	0.2552039	0.0	0.1825697	0.26622025	0.2367047	0.21111865	0.250875	0.1598999	0.18156135	0.14698735	0.1729216	0.25065595	0.2614489	0.2685648	0.2190121	0.18304495	0.2760948	0.26776835	0.20765955	0.15345125	0.2520048	0.25351145	0.26934195	0.2046521	0.20287595	0.20915495	0.27819765	0.27197905	0.28226505	0.2515655	0.2938709	0.2906972	0.14439445	0.2482886	0.2736627	0.2676214	0.24981895	0.23738325	0.27417295	0.1946632	0.23526165	0.27588505	0.14609515	0.200482	0.151623	0.2791758	0.2660642	0.26179265	0.26556175	0.2638219	0.2651042	0.24489355	0.08399355	0.2602022	0.28262515	0.26814355	0.2099211	0.250357	0.2624243	0.2528588	0.2931894	0.2689491	0.2631576	0.2483158	0.18863845	0.33210405	0.2745328	0.2744054	0.2819711	0.28584935	0.27151815
K3.G	0.1271003	0.25083795	0.3413906	0.1561227	0.11249475	0.13678855	0.12772065	0.2869981	0.3227665	0.21488905	0.3460559	0.21099795	0.3004365	0.3237752	0.33515965	0.30252885	0.2840603	0.1283727	0.14059925	0.15590955	0.14745155	0.3174697	0.1825697	0.0	0.32974095	0.3005176	0.27439905	0.307017	0.1386818	0.15938045	0.14105435	0.2378317	0.31103445	0.327641	0.3337521	0.1648316	0.24540495	0.3305982	0.32676145	0.23069255	0.15786365	0.3141377	0.31543825	0.32834445	0.2678292	0.18553805	0.17539025	0.33842665	0.33432035	0.34256755	0.3072824	0.3498283	0.351231	0.14009965	0.3086926	0.3354043	0.327559	0.30683735	0.30728305	0.33632315	0.2702468	0.27636765	0.33891875	0.20911915	0.1384005	0.12035	0.3387098	0.3268628	0.31786625	0.32752185	0.3247035	0.3183314	0.30637015	0.14764415	0.3357971	0.34164425	0.32449145	0.2364333	0.3053656	0.3229886	0.2327197	0.3530314	0.3226961	0.3261788	0.3074548	0.22144015	0.28650985	0.3350742	0.3376752	0.3458243	0.34615215	0.32362175
K1.G	0.30351025	0.3948011	0.37254125	0.34663975	0.3419629	0.2317102	0.317005	0.41033835	0.34938375	0.3265047	0.43890485	0.295148	0.17115535	0.06902775	0.0639046	0.099632	0.12651635	0.24975265	0.2873378	0.3453622	0.3360309	0.05851055	0.26622025	0.32974095	0.0	0.08671765	0.1081022	0.07424925	0.27769045	0.2552157	0.2925072	0.29337885	0.0436277	0.07019695	0.09658605	0.31585555	0.1792506	0.07120155	0.082441	0.3045321	0.2319668	0.07549625	0.0716852	0.0811858	0.12520705	0.2714625	0.3081119	0.1319397	0.0807435	0.0568054	0.08016405	0.07728475	0.08383105	0.2439744	0.07872655	0.07376145	0.07514795	0.0977613	0.0863828	0.0773785	0.15404505	0.092266	0.0776259	0.2479829	0.33234805	0.26275455	0.08713885	0.08824565	0.0542103	0.0798158	0.08734835	0.08671215	0.0782567	0.2989672	0.29944255	0.0856263	0.0829606	0.31717095	0.09524615	0.08861805	0.25921895	0.09125645	0.09432155	0.05865115	0.10026855	0.2773694	0.3890927	0.08709825	0.10933015	0.10366215	0.0904252	0.089435
M3.Thumb.R	0.2967056	0.37471375	0.3797867	0.3162683	0.30937595	0.20562905	0.28325465	0.4109332	0.3591028	0.31822345	0.4505609	0.26034315	0.1632435	0.0581059	0.08985115	0.09468365	0.1228407	0.2207473	0.25386875	0.31649435	0.31231665	0.0594083	0.2367047	0.3005176	0.08671765	0.0	0.09280455	0.0800029	0.2741332	0.24596375	0.26668385	0.2798702	0.07140125	0.0947582	0.1039741	0.2941561	0.15551395	0.0909569	0.08313345	0.30383335	0.20005765	0.0660436	0.08966235	0.09009575	0.0755893	0.25267405	0.28220885	0.13782125	0.10245565	0.08727495	0.0633241	0.1073041	0.0934122	0.20561175	0.0713253	0.0834177	0.0795356	0.07938605	0.08567325	0.09474345	0.1361239	0.06557235	0.09003945	0.22106465	0.3095092	0.2287711	0.08305	0.0813297	0.08552775	0.08143245	0.0823704	0.0784092	0.08166335	0.27278565	0.3071246	0.09541555	0.08506915	0.3118484	0.0785982	0.0868068	0.2225805	0.1013258	0.0881759	0.0718273	0.0855505	0.27314115	0.39305005	0.0901087	0.1057681	0.1025684	0.09648385	0.09124845
K1.R	0.25628215	0.3512357	0.35746505	0.29035915	0.2863558	0.1829019	0.2621825	0.38442075	0.33722785	0.2980356	0.42159235	0.2381502	0.13103205	0.09774815	0.0986191	0.0884225	0.09607675	0.20201805	0.2290674	0.2903005	0.2875295	0.09401155	0.21111865	0.27439905	0.1081022	0.09280455	0.0	0.10431765	0.22573915	0.2110333	0.2386251	0.25669855	0.0899977	0.09677985	0.12210265	0.25461715	0.1269731	0.13353815	0.1220857	0.2810042	0.1677685	0.10429525	0.1012029	0.1314553	0.07355775	0.2045623	0.2562654	0.1315846	0.0984966	0.1122447	0.10271995	0.15428375	0.13263435	0.1867798	0.10549915	0.12645865	0.12810675	0.1089293	0.0921998	0.1444901	0.10887865	0.1091377	0.1171567	0.1929323	0.28045555	0.20764005	0.13285595	0.12409765	0.0897142	0.1276858	0.12429855	0.12483475	0.111641	0.2475344	0.28536185	0.1435734	0.1317626	0.28340075	0.11496145	0.13067355	0.23700875	0.14561835	0.12815145	0.11905855	0.11990685	0.2391819	0.3762213	0.13364185	0.13328155	0.14663145	0.140616	0.1311033
K1.M	0.2977885	0.36342915	0.3577493	0.3274873	0.31736165	0.21826085	0.29643305	0.3987076	0.338033	0.31591895	0.432673	0.26488525	0.1452346	0.0817561	0.07291215	0.08145625	0.115415	0.2351407	0.26580955	0.32000695	0.32650835	0.0630435	0.250875	0.307017	0.07424925	0.0800029	0.10431765	0.0	0.2748498	0.24933695	0.26883105	0.2807502	0.05863345	0.0715271	0.0750663	0.2891405	0.18063175	0.0837009	0.09483095	0.29471635	0.20970945	0.0763336	0.05967775	0.08443215	0.110743	0.25093285	0.28980165	0.10409505	0.09030105	0.07450905	0.0860403	0.0943402	0.0827716	0.21856245	0.0608237	0.0881458	0.0930056	0.10181685	0.06091085	0.08897375	0.1564329	0.08895235	0.07640285	0.23208165	0.3137337	0.2396989	0.0961665	0.0988725	0.06882925	0.08643625	0.0734527	0.0787076	0.05298985	0.28375065	0.2872193	0.09199795	0.09783215	0.3033322	0.0906459	0.0798605	0.261141	0.1059405	0.0842371	0.0664173	0.0923288	0.26237955	0.38206555	0.0936022	0.0920078	0.0824141	0.09911955	0.08966495
K3.J	0.1351701	0.25686555	0.3327899	0.1914616	0.12125845	0.14900565	0.15447095	0.3199998	0.3190698	0.22462605	0.3693864	0.16789975	0.2311246	0.2902316	0.29249295	0.25506155	0.2240089	0.1268927	0.13860595	0.16776835	0.17151755	0.2753514	0.1598999	0.1386818	0.27769045	0.2741332	0.22573915	0.2748498	0.0	0.11340785	0.15533345	0.2310694	0.27386355	0.2721188	0.2844288	0.157252	0.19518765	0.3082264	0.30717195	0.23018265	0.12353085	0.2847746	0.27075215	0.29991175	0.2303662	0.14659845	0.17351775	0.27478675	0.28112205	0.29891935	0.2810278	0.316248	0.3229881	0.13013305	0.2780687	0.3053651	0.3001699	0.28664895	0.26196155	0.30760585	0.2198641	0.25447085	0.31225925	0.20092795	0.1625493	0.1063357	0.3209268	0.3071151	0.27517225	0.30163775	0.3004472	0.295235	0.26779185	0.15135425	0.3331214	0.31488935	0.30373775	0.2449683	0.2872438	0.302247	0.2589155	0.3322653	0.300848	0.2848225	0.2863659	0.23619705	0.31542275	0.3134476	0.3048915	0.3120796	0.32532265	0.29709565
K3.Y	0.13195475	0.2865559	0.34137185	0.18348765	0.1735166	0.1403673	0.1407926	0.34017315	0.33328935	0.213413	0.37970055	0.2006276	0.22376145	0.26547865	0.2694167	0.2344824	0.21228255	0.11231125	0.1117549	0.189213	0.1986621	0.25136775	0.18156135	0.15938045	0.2552157	0.24596375	0.2110333	0.24933695	0.11340785	0.0	0.1585866	0.22986305	0.2479661	0.25414075	0.27211075	0.16673825	0.1886896	0.28430735	0.2787937	0.2350194	0.1159325	0.25526725	0.2478436	0.2790154	0.20454415	0.1431378	0.1991371	0.2655413	0.263792	0.2731647	0.25284985	0.29103345	0.29567845	0.117744	0.25867565	0.28033505	0.27492345	0.2625268	0.239766	0.2768592	0.19705825	0.2299437	0.2763477	0.176247	0.16385825	0.10809535	0.28863335	0.28064945	0.2630912	0.2785048	0.27352175	0.27046695	0.2405273	0.1819592	0.32877465	0.2883143	0.2759691	0.22919705	0.27428385	0.27332765	0.23969675	0.30427045	0.27292365	0.25605535	0.25829555	0.2167177	0.3326487	0.28411985	0.28664175	0.29494525	0.3020073	0.2660428
K3.T	0.18929145	0.2468108	0.24272285	0.12280095	0.1389422	0.1505442	0.1232007	0.26590085	0.22576845	0.130434	0.33258175	0.1404291	0.26079245	0.28831145	0.2981622	0.255196	0.24541735	0.14334125	0.1314435	0.1416434	0.1931855	0.27557545	0.14698735	0.14105435	0.2925072	0.26668385	0.2386251	0.26883105	0.15533345	0.1585866	0.0	0.14326415	0.2740062	0.28376855	0.29377965	0.15583675	0.2370694	0.29815015	0.2943587	0.1394987	0.1537722	0.27887535	0.2738141	0.2912842	0.23329785	0.1515781	0.1588901	0.3032377	0.2961252	0.305373	0.27279625	0.31372965	0.31208695	0.1426792	0.27788995	0.29891665	0.29165175	0.272073	0.2616851	0.3004982	0.21872455	0.2412869	0.3010282	0.1223893	0.12103245	0.12159465	0.30203625	0.29373815	0.2840848	0.2904487	0.28655605	0.28480865	0.2570402	0.1458908	0.23768385	0.305118	0.2898966	0.13711235	0.27089235	0.28784455	0.27886485	0.32016485	0.28477015	0.28521285	0.27010485	0.1266764	0.2567975	0.29532375	0.29965735	0.30892005	0.3100048	0.2849635
M2.Ring.R	0.2664439	0.31499015	0.1762084	0.2066362	0.22390525	0.21376075	0.20974325	0.3154236	0.1457189	0.11804395	0.3804183	0.12595555	0.2759672	0.2919329	0.29677615	0.26922625	0.2571722	0.2217279	0.21407105	0.22804255	0.27960565	0.2780348	0.1729216	0.2378317	0.29337885	0.2798702	0.25669855	0.2807502	0.2310694	0.22986305	0.14326415	0.0	0.27775425	0.2891353	0.3042993	0.2390392	0.26424065	0.3003692	0.28969965	0.11185185	0.22536845	0.2725284	0.28702835	0.28388295	0.2512585	0.20927905	0.22442285	0.31501485	0.29340435	0.29950525	0.2644572	0.3085336	0.3133325	0.21078215	0.2804885	0.2955091	0.2857286	0.26684745	0.26690115	0.28834915	0.2191198	0.24221085	0.30177925	0.10942575	0.1991989	0.2068966	0.2991178	0.2865652	0.29153315	0.29140905	0.2912512	0.2858087	0.26079695	0.19773965	0.1357438	0.29944225	0.28285545	0.0878309	0.2691884	0.2924367	0.3215684	0.3132306	0.2885058	0.2907455	0.2725995	0.10786585	0.28839715	0.2933961	0.3136517	0.3186851	0.30754125	0.28083785
K1.W	0.29633525	0.3795946	0.35845015	0.32545365	0.3227707	0.2105696	0.2997659	0.39785575	0.33881755	0.3114305	0.42577025	0.2809373	0.15356255	0.05497915	0.0499903	0.0850995	0.11814815	0.23272075	0.2689611	0.3295778	0.3298683	0.05092985	0.25065595	0.31103445	0.0436277	0.07140125	0.0899977	0.05863345	0.27386355	0.2479661	0.2740062	0.27775425	0.0	0.07076385	0.08426155	0.29930665	0.1781918	0.07214595	0.0678244	0.2905603	0.2079579	0.05781525	0.0621746	0.0704173	0.10404215	0.248546	0.2946438	0.1214667	0.0764623	0.0529131	0.06480365	0.08192765	0.07647005	0.2231072	0.06490795	0.06764485	0.07028555	0.0799905	0.072759	0.0738543	0.13814485	0.0763242	0.0687607	0.2250832	0.31747255	0.24296315	0.08000495	0.08001465	0.0472043	0.0726869	0.06972045	0.07104965	0.0602206	0.285071	0.28399915	0.0773761	0.071997	0.29855385	0.07541085	0.07437515	0.24663865	0.08572425	0.07512715	0.05888755	0.08130305	0.2601629	0.3856289	0.07680195	0.09650605	0.09076785	0.0829831	0.0726695
K1.T	0.2892844	0.38692895	0.3653669	0.3334383	0.33366765	0.22496095	0.31028805	0.4069553	0.3437599	0.32197155	0.4337876	0.28085345	0.1519373	0.1011508	0.09152925	0.07837035	0.1067316	0.2456282	0.27844915	0.33661965	0.32928325	0.0730881	0.2614489	0.327641	0.07019695	0.0947582	0.09677985	0.0715271	0.2721188	0.25414075	0.28376855	0.2891353	0.07076385	0.0	0.103516	0.3060516	0.16512895	0.0936006	0.11131325	0.30526745	0.22112415	0.0938083	0.06018115	0.10931335	0.1186042	0.25353075	0.30197245	0.11552735	0.06854635	0.08377095	0.1000308	0.109524	0.1039621	0.23152065	0.0960368	0.0986539	0.1050711	0.11920765	0.07096115	0.10353985	0.139007	0.10942195	0.09920855	0.23569945	0.3257254	0.2509357	0.1113254	0.1114841	0.06652305	0.10624215	0.0982497	0.1057006	0.08103555	0.29304675	0.2988865	0.10829765	0.11111815	0.3104253	0.1116443	0.1061549	0.2577027	0.1181892	0.1175366	0.0841607	0.1159314	0.27691505	0.38366845	0.1120718	0.1298514	0.1233745	0.11726145	0.10911875
M3.Middle.L	0.3250785	0.37245365	0.3756043	0.3547048	0.32810385	0.24337735	0.31046225	0.4239538	0.3569144	0.33906625	0.4470367	0.27796925	0.1358501	0.0975205	0.08885335	0.09636885	0.1322672	0.2544496	0.28358055	0.32869675	0.35341195	0.0879762	0.2685648	0.3337521	0.09658605	0.1039741	0.12210265	0.0750663	0.2844288	0.27211075	0.29377965	0.3042993	0.08426155	0.103516	0.0	0.3145212	0.20154245	0.1044588	0.11226845	0.32132395	0.21957695	0.101608	0.07458325	0.10036045	0.13575	0.26498155	0.31089275	0.09577315	0.10725655	0.08522265	0.1009928	0.1122064	0.0991697	0.24361795	0.0860814	0.0949558	0.1047776	0.12399315	0.08541625	0.10710255	0.1679902	0.11362275	0.08025555	0.25398095	0.3409559	0.2566367	0.1135886	0.1160313	0.08085285	0.10168545	0.0975957	0.0976759	0.08667745	0.30512565	0.3082055	0.11411965	0.10952395	0.3250963	0.1150284	0.0975855	0.2802508	0.115494	0.1036928	0.0813053	0.1098957	0.28780185	0.40915875	0.1090645	0.0939757	0.0792003	0.11084565	0.10705985
K3.I	0.1638548	0.21347055	0.3247228	0.1548589	0.13699075	0.18507215	0.14291735	0.2744151	0.3039935	0.22651725	0.3277132	0.21177265	0.250645	0.3157422	0.31683285	0.27370735	0.2524511	0.1639398	0.17721295	0.13286355	0.15423325	0.3066441	0.2190121	0.1648316	0.31585555	0.2941561	0.25461715	0.2891405	0.157252	0.16673825	0.15583675	0.2390392	0.29930665	0.3060516	0.3145212	0.0	0.23690085	0.3357944	0.33557275	0.20798365	0.18292005	0.3114277	0.29180235	0.33171385	0.2572737	0.14032005	0.16782875	0.29853375	0.31593465	0.32633485	0.3011169	0.3539553	0.3477016	0.16973375	0.3044918	0.3400591	0.335246	0.31371695	0.28275415	0.34131385	0.2323111	0.29389235	0.33054805	0.22149135	0.1591274	0.1585099	0.3474854	0.3395713	0.31454605	0.32844045	0.3278356	0.3210181	0.29205945	0.20880685	0.3294822	0.34927025	0.33623465	0.2501982	0.3145777	0.3273799	0.3004954	0.3642652	0.3292611	0.3181061	0.3134412	0.22287065	0.27154555	0.3416522	0.3247945	0.3381347	0.35753505	0.32588755
M3.Ring.R	0.20696445	0.3483958	0.37002085	0.28943685	0.2593383	0.1632967	0.2423964	0.39404615	0.34793925	0.297008	0.43163675	0.2217645	0.15932845	0.18034715	0.1849911	0.1703538	0.10417475	0.16752955	0.223719	0.2731576	0.2503002	0.17257265	0.18304495	0.24540495	0.1792506	0.15551395	0.1269731	0.18063175	0.19518765	0.1886896	0.2370694	0.26424065	0.1781918	0.16512895	0.20154245	0.23690085	0.0	0.21189015	0.2049536	0.2904787	0.1479942	0.18554835	0.165687	0.2184827	0.13263735	0.1928534	0.2515254	0.183041	0.1542869	0.1923107	0.18314645	0.22813815	0.21178635	0.1622084	0.17904595	0.21310195	0.20887095	0.201416	0.1655861	0.2260869	0.11277825	0.1930922	0.2004459	0.2069125	0.27190955	0.17974775	0.21126845	0.20599865	0.1735499	0.2084587	0.20510015	0.20424545	0.1955491	0.2110912	0.33620825	0.22804	0.2178997	0.29026435	0.20571465	0.20428625	0.21416905	0.23106925	0.21445595	0.18722105	0.20670625	0.2648374	0.3794755	0.21795585	0.21890665	0.22518195	0.2225506	0.2164242
K1.B	0.3327233	0.39963535	0.3784799	0.3516278	0.34519585	0.24692765	0.32663895	0.4148187	0.3590393	0.33232975	0.439344	0.30510575	0.1937986	0.0726952	0.07924725	0.11846345	0.1523075	0.2564366	0.29425855	0.35303355	0.34953775	0.0649401	0.2760948	0.3305982	0.07120155	0.0909569	0.13353815	0.0837009	0.3082264	0.28430735	0.29815015	0.3003692	0.07214595	0.0936006	0.1044588	0.3357944	0.21189015	0.0	0.05628865	0.30453135	0.25352185	0.0668264	0.09202435	0.05000815	0.1364426	0.29471645	0.31653195	0.14855455	0.10785275	0.05817075	0.0773553	0.0585525	0.0522472	0.24488185	0.079309	0.0499783	0.0523822	0.08538075	0.10240705	0.05624945	0.1836633	0.09096015	0.05726995	0.25250765	0.3452622	0.2689875	0.0536708	0.0588347	0.07616295	0.05776945	0.0456207	0.0594107	0.08577235	0.30976675	0.3067145	0.05825035	0.05802055	0.323418	0.073554	0.054982	0.2537363	0.0612273	0.0564392	0.0587834	0.0909631	0.27775895	0.39307115	0.0553776	0.0716488	0.0750672	0.05932725	0.05876595
K2.G	0.32883465	0.3979861	0.37452725	0.34200005	0.3430638	0.2362538	0.3157604	0.41534805	0.35351275	0.323883	0.44301525	0.2970435	0.19451225	0.05822855	0.0726121	0.1236429	0.15453865	0.24942865	0.2874011	0.3477501	0.3511601	0.07077485	0.26776835	0.32676145	0.082441	0.08313345	0.1220857	0.09483095	0.30717195	0.2787937	0.2943587	0.28969965	0.0678244	0.11131325	0.11226845	0.33557275	0.2049536	0.05628865	0.0	0.3008142	0.232636	0.05043115	0.1013411	0.0416077	0.12623695	0.2843812	0.3089857	0.1614865	0.1134557	0.0617453	0.05433065	0.06659265	0.05887985	0.236532	0.05757715	0.04866845	0.03680955	0.0512339	0.1018541	0.0461463	0.17777015	0.0774316	0.0643092	0.2351766	0.34034375	0.25911955	0.04224445	0.03464525	0.0760147	0.0490144	0.04621425	0.04269115	0.091507	0.2988914	0.30026105	0.0412962	0.0377744	0.31636235	0.04691995	0.04540085	0.24269945	0.04150195	0.03912435	0.06816015	0.07723285	0.2784601	0.395475	0.03295935	0.07085435	0.07436075	0.0504262	0.0432688
K3.W	0.26551425	0.2594477	0.18679515	0.17221645	0.2012922	0.2074901	0.2047283	0.26653545	0.16193645	0.1549429	0.31473145	0.172052	0.30382395	0.31150415	0.3129656	0.2968407	0.28234125	0.20914055	0.2236131	0.1815473	0.2289753	0.30219245	0.20765955	0.23069255	0.3045321	0.30383335	0.2810042	0.29471635	0.23018265	0.2350194	0.1394987	0.11185185	0.2905603	0.30526745	0.32132395	0.20798365	0.2904787	0.30453135	0.3008142	0.0	0.2405966	0.29989885	0.3018672	0.3019076	0.27632075	0.1947461	0.1753689	0.3309849	0.308017	0.3155519	0.28781475	0.32029305	0.32755645	0.214767	0.30446615	0.31816475	0.30827385	0.2910249	0.2819076	0.3073545	0.24858545	0.2736775	0.3200146	0.1529753	0.18824025	0.20569835	0.32318035	0.31468575	0.3035484	0.3137701	0.31049765	0.30288905	0.2767511	0.2145233	0.18190425	0.3169457	0.3046001	0.13249755	0.29892715	0.30998585	0.32845675	0.32671105	0.30622225	0.31606505	0.30024695	0.1135399	0.2394705	0.31179495	0.33144095	0.33890515	0.3275398	0.2931316
K3.M	0.14769335	0.2926176	0.34042365	0.20514965	0.1714135	0.1065342	0.1517633	0.36371755	0.33185775	0.2225093	0.40852425	0.1936241	0.19049675	0.21870005	0.2256359	0.1927953	0.17693375	0.11361005	0.1208335	0.1915715	0.2157247	0.21042975	0.15345125	0.15786365	0.2319668	0.20005765	0.1677685	0.20970945	0.12353085	0.1159325	0.1537722	0.22536845	0.2079579	0.22112415	0.21957695	0.18292005	0.1479942	0.25352185	0.232636	0.2405966	0.0	0.21030045	0.2047054	0.2307429	0.16561605	0.14205	0.2081727	0.2160078	0.2245399	0.2331493	0.21007035	0.26160355	0.25114095	0.0802562	0.20844395	0.23647275	0.23371385	0.2157143	0.1978159	0.2416612	0.16473625	0.1841842	0.2379899	0.1604723	0.18138795	0.08754855	0.24639025	0.23850105	0.214941	0.2363297	0.23238675	0.22318865	0.2046275	0.1615788	0.31708325	0.2478454	0.2324031	0.22534785	0.21765505	0.22849635	0.20710695	0.26178555	0.22600255	0.22617275	0.21745385	0.2180183	0.3557703	0.23839615	0.23927055	0.23693665	0.256253	0.2274308
K2.B	0.3039907	0.37984315	0.3728038	0.325389	0.32712945	0.21417615	0.29911625	0.4061392	0.3520474	0.30810845	0.4390972	0.28516775	0.1750649	0.0458795	0.06218475	0.10614955	0.1390627	0.2348756	0.27299665	0.33058535	0.34152905	0.0482496	0.2520048	0.3141377	0.07549625	0.0660436	0.10429525	0.0763336	0.2847746	0.25526725	0.27887535	0.2725284	0.05781525	0.0938083	0.101608	0.3114277	0.18554835	0.0668264	0.05043115	0.29989885	0.21030045	0.0	0.08587275	0.05648415	0.1013533	0.26149325	0.30527315	0.14546705	0.09850755	0.06100055	0.0349254	0.0774232	0.0656059	0.22321975	0.0446745	0.0579934	0.053571	0.05205055	0.08886815	0.05835215	0.1503353	0.05858275	0.06972455	0.21794665	0.3208176	0.2455603	0.0538668	0.0469193	0.06308885	0.05916745	0.0494713	0.0427429	0.07325245	0.28493645	0.2931275	0.06247675	0.04956505	0.305574	0.0433802	0.0566015	0.2306324	0.0655399	0.0537474	0.0607812	0.0654847	0.26881115	0.38935545	0.0557049	0.0837998	0.0844527	0.06602765	0.05098375
K1.P	0.29882435	0.3735265	0.36487255	0.33150565	0.3218157	0.2212144	0.2994374	0.40313665	0.34147995	0.3225383	0.43298305	0.2749604	0.13672475	0.08199835	0.0684688	0.0649223	0.10912245	0.23639565	0.2720363	0.3235252	0.3299262	0.06477295	0.25351145	0.31543825	0.0716852	0.08966235	0.1012029	0.05967775	0.27075215	0.2478436	0.2738141	0.28702835	0.0621746	0.06018115	0.07458325	0.29180235	0.165687	0.09202435	0.1013411	0.3018672	0.2047054	0.08587275	0.0	0.0944362	0.11451835	0.2459008	0.2967427	0.1006659	0.0665917	0.0698643	0.09618625	0.10045795	0.08104855	0.2249761	0.07738775	0.08759175	0.08876205	0.1097414	0.0632799	0.100655	0.14873765	0.1001964	0.072921	0.2330895	0.32070335	0.24655595	0.09569525	0.10188065	0.057501	0.083814	0.08470635	0.09099725	0.0758384	0.2870102	0.29767635	0.1062697	0.1027017	0.30733075	0.10048995	0.08485605	0.25996425	0.11093035	0.09762165	0.07026405	0.10140315	0.2693076	0.3873918	0.10043695	0.08950735	0.09054365	0.1007398	0.1021763
K2.N	0.32994835	0.3912779	0.36321985	0.34007325	0.3389773	0.2370367	0.3162925	0.41298955	0.34434285	0.3182452	0.43686595	0.2919776	0.19471925	0.07057695	0.0645745	0.1187883	0.15776165	0.25198135	0.2840984	0.344538	0.3546708	0.07083425	0.26934195	0.32834445	0.0811858	0.09009575	0.1314553	0.08443215	0.29991175	0.2790154	0.2912842	0.28388295	0.0704173	0.10931335	0.10036045	0.33171385	0.2184827	0.05000815	0.0416077	0.3019076	0.2307429	0.05648415	0.0944362	0.0	0.12869385	0.2864809	0.3157553	0.1496293	0.1078878	0.0508104	0.06302425	0.04904695	0.04226145	0.2375086	0.06168935	0.04274955	0.03614475	0.0631165	0.093651	0.0327856	0.17920065	0.0795587	0.0561001	0.2375392	0.33699825	0.25690805	0.04767225	0.04290015	0.070076	0.0359894	0.03387385	0.04470735	0.0829884	0.299206	0.29007815	0.0383596	0.043075	0.30673595	0.05053105	0.03726225	0.24831595	0.04575885	0.03782055	0.06347425	0.07124255	0.2741406	0.3969351	0.02523965	0.05999495	0.05774455	0.0414406	0.045887
M3.Index.R	0.2586546	0.35359875	0.3577489	0.2802014	0.27562015	0.17119945	0.25129115	0.390658	0.3375367	0.28543015	0.4232778	0.23393695	0.1443674	0.1032498	0.11783995	0.10681805	0.1083809	0.1885595	0.22263585	0.28475875	0.28068335	0.0916393	0.2046521	0.2678292	0.12520705	0.0755893	0.07355775	0.110743	0.2303662	0.20454415	0.23329785	0.2512585	0.10404215	0.1186042	0.13575	0.2572737	0.13263735	0.1364426	0.12623695	0.27632075	0.16561605	0.1013533	0.11451835	0.12869385	0.0	0.21599585	0.26068375	0.14261325	0.12855755	0.12458635	0.1022272	0.153395	0.1392594	0.16889295	0.1075041	0.1346158	0.129716	0.11415795	0.09821095	0.14202025	0.1020575	0.10334995	0.12757825	0.19004515	0.2725002	0.1952042	0.1394191	0.1274398	0.11069255	0.12896645	0.1230045	0.1205946	0.10195515	0.23637595	0.2803805	0.14360585	0.12965355	0.275078	0.1155831	0.1312543	0.2181893	0.1501732	0.1315628	0.1185074	0.1172054	0.24301795	0.37734495	0.13379	0.1456985	0.1541574	0.14847345	0.12526755
