	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
K1.X	0.29952305	0.393987	0.36454565	0.33714385	0.3306476	0.224208	0.3102705	0.40563025	0.34498955	0.3264348	0.43584465	0.2859344	0.16184365	0.06809735	0.0474657	0.0959804	0.12688245	0.24236635	0.2793212	0.3383739	0.3366354	0.05900945	0.26179265	0.31786625	0.0542103	0.08552775	0.0897142	0.06882925	0.27517225	0.2630912	0.2840848	0.29153315	0.0472043	0.06652305	0.08085285	0.31454605	0.1735499	0.07616295	0.0760147	0.3035484	0.214941	0.06308885	0.057501	0.070076	0.11069255	0.258401	0.3048635	0.1232026	0.0693735	0.0454524	0.07623775	0.08516955	0.07014895	0.2319333	0.06877205	0.07144535	0.07053675	0.0900977	0.0730788	0.0788088	0.14275545	0.0853915	0.0669062	0.2302049	0.32657425	0.25797525	0.08304825	0.08280035	0.0	0.0706164	0.06829945	0.07017095	0.0739844	0.2874361	0.29635295	0.0860481	0.0800778	0.30803125	0.07843365	0.07110515	0.25274445	0.08385515	0.07875675	0.06861885	0.08487865	0.2727081	0.3961519	0.08036375	0.09018835	0.08911305	0.0790619	0.0832844
M9.Ring.L	0.33294335	0.3978335	0.37676075	0.34609185	0.3414531	0.2405002	0.3170658	0.41767255	0.35346545	0.3296059	0.45173065	0.2931719	0.18486635	0.06298795	0.0600679	0.1086818	0.14686105	0.25228415	0.2894214	0.3529409	0.3492417	0.06609855	0.26556175	0.32752185	0.0798158	0.08143245	0.1276858	0.08643625	0.30163775	0.2785048	0.2904487	0.29140905	0.0726869	0.10624215	0.10168545	0.32844045	0.2084587	0.05776945	0.0490144	0.3137701	0.2363297	0.05916745	0.083814	0.0359894	0.12896645	0.2855003	0.3156152	0.1467015	0.0984872	0.0601915	0.07235775	0.05561005	0.04040395	0.2409425	0.06764365	0.04700085	0.03593085	0.0732008	0.0945256	0.0471594	0.18252045	0.0804245	0.05506	0.2355647	0.34225915	0.26372405	0.04471635	0.04406355	0.0706164	0.0	0.04399915	0.05594165	0.088882	0.3020505	0.30499645	0.0526823	0.0557624	0.31841315	0.05950495	0.04929295	0.25278675	0.05682795	0.04978875	0.05752235	0.07118745	0.2777797	0.3986231	0.04385515	0.05793515	0.06402985	0.038329	0.0660033
K2.S	0.3257145	0.38831365	0.3722273	0.3398603	0.33681145	0.23498335	0.31394035	0.413535	0.3514814	0.32486375	0.4379385	0.29243185	0.1846948	0.070658	0.06458895	0.11282985	0.1502795	0.2517052	0.28233115	0.34039985	0.35916855	0.0686731	0.2638219	0.3247035	0.08734835	0.0823704	0.12429855	0.0734527	0.3004472	0.27352175	0.28655605	0.2912512	0.06972045	0.0982497	0.0975957	0.3278356	0.20510015	0.0456207	0.04621425	0.31049765	0.23238675	0.0494713	0.08470635	0.03387385	0.1230045	0.27950865	0.31712955	0.14385605	0.10584935	0.05450495	0.063097	0.0652521	0.0495251	0.23424685	0.0532432	0.0432123	0.0409625	0.06818485	0.08445375	0.04663915	0.176502	0.08169905	0.05002695	0.23807055	0.3395729	0.2533225	0.0450479	0.0445875	0.06829945	0.04399915	0.0	0.0321421	0.07897715	0.29825025	0.2989025	0.04590205	0.04276995	0.3144158	0.0493941	0.0299922	0.2451694	0.0522333	0.033019	0.0559863	0.0610375	0.27516065	0.40097265	0.0363312	0.0531836	0.0527191	0.04760235	0.04904035
K2.H	0.3209517	0.38263365	0.3772368	0.3339073	0.33358975	0.23219995	0.30650365	0.4186158	0.3571619	0.31832685	0.445355	0.29466655	0.1909929	0.062653	0.06710625	0.12123415	0.15358	0.2432893	0.27865825	0.33591125	0.35689855	0.070891	0.2651042	0.3183314	0.08671215	0.0784092	0.12483475	0.0787076	0.295235	0.27046695	0.28480865	0.2858087	0.07104965	0.1057006	0.0976759	0.3210181	0.20424545	0.0594107	0.04269115	0.30288905	0.22318865	0.0427429	0.09099725	0.04470735	0.1205946	0.26949015	0.31902355	0.14265555	0.10990215	0.05965265	0.0480911	0.0705275	0.0577893	0.22596305	0.0439076	0.0501908	0.049761	0.06530745	0.09111295	0.05214065	0.1671413	0.07172855	0.05930985	0.23213345	0.3326851	0.2528181	0.0497253	0.0500553	0.07017095	0.05594165	0.0321421	0.0	0.07421415	0.29725765	0.2940389	0.05114065	0.03856845	0.3087273	0.0445443	0.0355985	0.2454283	0.049118	0.030717	0.0588382	0.071349	0.27128055	0.40427315	0.0422479	0.0675644	0.0620866	0.05491405	0.03833845
K1.E	0.29560465	0.360502	0.35100095	0.31198995	0.3038996	0.2069463	0.2873273	0.39501405	0.33416525	0.2961577	0.42501305	0.2688507	0.15654455	0.08100825	0.0733087	0.0832332	0.13108705	0.22875975	0.2506346	0.3112812	0.3265719	0.06523875	0.24489355	0.30637015	0.0782567	0.08166335	0.111641	0.05298985	0.26779185	0.2405273	0.2570402	0.26079695	0.0602206	0.08103555	0.08667745	0.29205945	0.1955491	0.08577235	0.091507	0.2767511	0.2046275	0.07325245	0.0758384	0.0829884	0.10195515	0.2447609	0.2903715	0.1196433	0.0971799	0.0724445	0.07737235	0.09067365	0.08637015	0.2148489	0.07477695	0.08769765	0.09449515	0.0995338	0.0743135	0.0857851	0.14158695	0.0715246	0.082861	0.2182591	0.29945345	0.22752145	0.09776395	0.10076985	0.0739844	0.088882	0.07897715	0.07421415	0.0	0.2851729	0.27200085	0.0953865	0.0841598	0.28395215	0.09078355	0.08206645	0.26235295	0.10671545	0.07078155	0.07153265	0.09425905	0.2418901	0.3801436	0.09523255	0.10051925	0.09251785	0.1030847	0.0797056
M2.Thumb.R	0.19141035	0.3085241	0.29768955	0.20395365	0.1758331	0.149945	0.168033	0.32660095	0.28980395	0.2100875	0.39283625	0.1260859	0.27214795	0.29793305	0.3083916	0.274813	0.25369035	0.13487235	0.1757208	0.2096392	0.2077172	0.28798255	0.08399355	0.14764415	0.2989672	0.27278565	0.2475344	0.28375065	0.15135425	0.1819592	0.1458908	0.19773965	0.285071	0.29304675	0.30512565	0.20880685	0.2110912	0.30976675	0.2988914	0.2145233	0.1615788	0.28493645	0.2870102	0.299206	0.23637595	0.2079747	0.210041	0.3106045	0.3062203	0.3151001	0.28339425	0.32643065	0.32390895	0.1419528	0.28224235	0.31040865	0.29902695	0.2783083	0.2683642	0.3055852	0.22879085	0.2653779	0.3121452	0.1840328	0.19139635	0.14649105	0.31375205	0.29757675	0.2874361	0.3020505	0.29825025	0.29725765	0.2851729	0.0	0.28353385	0.3127339	0.3020639	0.21396015	0.27495415	0.29663235	0.23933655	0.32517485	0.30590655	0.30282025	0.27518455	0.2169134	0.3257216	0.30661735	0.31469395	0.32118375	0.3199689	0.3023059
M2.Ring.L	0.3659587	0.38727085	0.1784755	0.2933855	0.32734545	0.28340775	0.29853695	0.3702741	0.1302873	0.20524585	0.415371	0.22275165	0.3087504	0.3084425	0.29739765	0.29376105	0.2834789	0.2956474	0.31373645	0.32250905	0.36588595	0.3002359	0.2602022	0.3357971	0.29944255	0.3071246	0.28536185	0.2872193	0.3331214	0.32877465	0.23768385	0.1357438	0.28399915	0.2988865	0.3082055	0.3294822	0.33620825	0.3067145	0.30026105	0.18190425	0.31708325	0.2931275	0.29767635	0.29007815	0.2803805	0.30470585	0.30112535	0.32005905	0.29816805	0.30179295	0.2922557	0.3054247	0.3122776	0.29749435	0.2940418	0.306736	0.3029216	0.29597195	0.27495275	0.29351685	0.2725252	0.28307395	0.30677265	0.19928385	0.2857919	0.2961985	0.3132295	0.3021409	0.29635295	0.30499645	0.2989025	0.2940389	0.27200085	0.28353385	0.0	0.29883325	0.29364635	0.1536571	0.2876431	0.3000811	0.3809998	0.306322	0.2952148	0.306721	0.2990907	0.15283725	0.33728835	0.3030785	0.3166587	0.3221432	0.31307935	0.29016985
K2.C	0.33889225	0.4044213	0.37189385	0.34916175	0.3534037	0.2464842	0.3303104	0.42115195	0.35034125	0.3308319	0.44656665	0.3046812	0.20022905	0.07424585	0.0873285	0.128718	0.16320655	0.26557385	0.296474	0.3630083	0.3642525	0.07758775	0.28262515	0.34164425	0.0856263	0.09541555	0.1435734	0.09199795	0.31488935	0.2883143	0.305118	0.29944225	0.0773761	0.10829765	0.11411965	0.34927025	0.22804	0.05825035	0.0412962	0.3169457	0.2478454	0.06247675	0.1062697	0.0383596	0.14360585	0.3001421	0.3260464	0.1590846	0.114491	0.0650068	0.07004805	0.04440285	0.05069885	0.251857	0.07393805	0.03870615	0.03900315	0.0668033	0.1092326	0.0337685	0.18643155	0.0842375	0.0710163	0.2553055	0.35093445	0.26988375	0.03309975	0.03368625	0.0860481	0.0526823	0.04590205	0.05114065	0.0953865	0.3127339	0.29883325	0.0	0.0371604	0.32401265	0.05365675	0.05705205	0.23962035	0.03001055	0.04998235	0.06659445	0.08311545	0.2913412	0.3936782	0.02965565	0.07937265	0.06570565	0.0373915	0.0497184
M9.Index.R	0.32785755	0.396401	0.37691835	0.33686395	0.336873	0.2320894	0.3110945	0.41532005	0.35597755	0.3171066	0.44496995	0.3008897	0.19981905	0.06678285	0.0780634	0.1304407	0.16492615	0.25126385	0.2820082	0.3492958	0.3621609	0.07468745	0.26814355	0.32449145	0.0829606	0.08506915	0.1317626	0.09783215	0.30373775	0.2759691	0.2898966	0.28285545	0.071997	0.11111815	0.10952395	0.33623465	0.2178997	0.05802055	0.0377744	0.3046001	0.2324031	0.04956505	0.1027017	0.043075	0.12965355	0.2827839	0.3231424	0.165969	0.1128895	0.0569347	0.05535205	0.06153975	0.05636925	0.2385026	0.06924365	0.03563315	0.03435325	0.0573209	0.1097506	0.0463954	0.17502285	0.067693	0.0593755	0.233184	0.33858645	0.25778575	0.03653695	0.03359445	0.0800778	0.0557624	0.04276995	0.03856845	0.0841598	0.3020639	0.29364635	0.0371604	0.0	0.31109545	0.05188205	0.04430485	0.23586565	0.03695385	0.03312145	0.06774595	0.07904255	0.2754194	0.3980127	0.03845125	0.07676705	0.06920945	0.0413446	0.0436184
M2.Index.L	0.2608927	0.31667685	0.1670538	0.1906186	0.23144345	0.22391085	0.20301415	0.3078025	0.1412796	0.11845725	0.369208	0.15001285	0.2986456	0.3239276	0.31895645	0.29547115	0.2862376	0.2361174	0.20703845	0.22668585	0.28198335	0.3090758	0.2099211	0.2364333	0.31717095	0.3118484	0.28340075	0.3033322	0.2449683	0.22919705	0.13711235	0.0878309	0.29855385	0.3104253	0.3250963	0.2501982	0.29026435	0.323418	0.31636235	0.13249755	0.22534785	0.305574	0.30733075	0.30673595	0.275078	0.22536615	0.23097905	0.33447635	0.31860895	0.32522435	0.2982464	0.3275506	0.3370769	0.22576585	0.3089635	0.3207738	0.3144807	0.29787655	0.28948225	0.31237225	0.2530545	0.27317695	0.32535975	0.14064685	0.1809583	0.208671	0.3344895	0.3203482	0.30803125	0.31841315	0.3144158	0.3087273	0.28395215	0.21396015	0.1536571	0.32401265	0.31109545	0.0	0.3000892	0.3160327	0.3357303	0.3371961	0.3112268	0.3165376	0.2968686	0.10805995	0.30115075	0.3166192	0.3350258	0.3413472	0.33307785	0.30415825
K2.V	0.3165576	0.37709375	0.3637812	0.3200008	0.32099215	0.21951455	0.29587055	0.3990858	0.3423015	0.30217765	0.4380858	0.27644735	0.1906011	0.0586962	0.07912335	0.11518945	0.1564302	0.2409906	0.26634315	0.32784595	0.34235305	0.0678518	0.250357	0.3053656	0.09524615	0.0785982	0.11496145	0.0906459	0.2872438	0.27428385	0.27089235	0.2691884	0.07541085	0.1116443	0.1150284	0.3145777	0.20571465	0.073554	0.04691995	0.29892715	0.21765505	0.0433802	0.10048995	0.05053105	0.1155831	0.26924085	0.30159005	0.16153585	0.11735415	0.07282625	0.0541719	0.0851539	0.0735759	0.22144615	0.0512685	0.0639257	0.0574459	0.04095595	0.10116405	0.06550375	0.1670967	0.06916625	0.08050065	0.21988875	0.3238319	0.2450886	0.0524972	0.0416597	0.07843365	0.05950495	0.0493941	0.0445443	0.09078355	0.27495415	0.2876431	0.05365675	0.05188205	0.3000892	0.0	0.0618545	0.2314085	0.0622303	0.0513897	0.0746796	0.0638453	0.26707245	0.38048135	0.0450238	0.0826794	0.0830176	0.06142665	0.05098345
K2.O	0.3265967	0.38687015	0.374996	0.3456455	0.33473385	0.24132715	0.31346705	0.4205033	0.3568002	0.32863205	0.4462007	0.29177975	0.187703	0.0729216	0.06301135	0.12042445	0.152139	0.2527616	0.28203385	0.33897835	0.35876995	0.0755736	0.2624243	0.3229886	0.08861805	0.0868068	0.13067355	0.0798605	0.302247	0.27332765	0.28784455	0.2924367	0.07437515	0.1061549	0.0975855	0.3273799	0.20428625	0.054982	0.04540085	0.30998585	0.22849635	0.0566015	0.08485605	0.03726225	0.1312543	0.27995935	0.31795265	0.14260495	0.11433595	0.05572215	0.0682202	0.0653783	0.0489335	0.23325105	0.0563306	0.0497963	0.0423287	0.07255805	0.09286185	0.04738405	0.1820745	0.08613635	0.04903215	0.23743445	0.3416975	0.2568308	0.0490315	0.0510094	0.07110515	0.04929295	0.0299922	0.0355985	0.08206645	0.29663235	0.3000811	0.05705205	0.04430485	0.3160327	0.0618545	0.0	0.2554108	0.0547469	0.0321392	0.0623545	0.0735896	0.27491455	0.40800835	0.0412376	0.0503727	0.0493326	0.05081225	0.05549415
M9.Index.L	0.2486468	0.38551735	0.3957713	0.2981837	0.28593085	0.17975415	0.26346325	0.4090115	0.3837632	0.30552955	0.4393015	0.29890995	0.282845	0.243778	0.27144835	0.26750745	0.2579087	0.193963	0.24444255	0.31606555	0.28530675	0.2417324	0.2528588	0.2327197	0.25921895	0.2225805	0.23700875	0.261141	0.2589155	0.23969675	0.27886485	0.3215684	0.24663865	0.2577027	0.2802508	0.3004954	0.21416905	0.2537363	0.24269945	0.32845675	0.20710695	0.2306324	0.25996425	0.24831595	0.2181893	0.26775085	0.29534655	0.29750645	0.26435895	0.25793395	0.228149	0.2605779	0.2595459	0.19599835	0.2492032	0.2373851	0.231548	0.22600685	0.25879955	0.24829665	0.2343672	0.22215025	0.26012125	0.27500525	0.2896775	0.2243717	0.2382762	0.2278943	0.25274445	0.25278675	0.2451694	0.2454283	0.26235295	0.23933655	0.3809998	0.23962035	0.23586565	0.3357303	0.2314085	0.2554108	0.0	0.2499981	0.2558179	0.2552747	0.246088	0.32933815	0.38376775	0.246043	0.2769921	0.272662	0.25049095	0.24308905
K2.W	0.3553175	0.42335125	0.3807338	0.3636659	0.36862565	0.25949065	0.34119085	0.434945	0.359683	0.34583755	0.4563496	0.32280325	0.2165386	0.0773133	0.08173175	0.14438555	0.1806133	0.278939	0.31276745	0.37664635	0.38172855	0.0911376	0.2931894	0.3530314	0.09125645	0.1013258	0.14561835	0.1059405	0.3322653	0.30427045	0.32016485	0.3132306	0.08572425	0.1181892	0.115494	0.3642652	0.23106925	0.0612273	0.04150195	0.32671105	0.26178555	0.0655399	0.11093035	0.04575885	0.1501732	0.31138955	0.34059675	0.17022885	0.11753345	0.06112835	0.0721712	0.0481761	0.0438622	0.26461545	0.0740553	0.0462352	0.0459341	0.07435155	0.11605085	0.04515945	0.195222	0.09506455	0.06311425	0.26096135	0.3675313	0.2887054	0.035384	0.0416837	0.08385515	0.05682795	0.0522333	0.049118	0.10671545	0.32517485	0.306322	0.03001055	0.03695385	0.3371961	0.0622303	0.0547469	0.2499981	0.0	0.0512181	0.0780567	0.09554	0.30064735	0.41156405	0.0359601	0.0796594	0.073326	0.02686805	0.05982295
K2.D	0.3304632	0.39159505	0.3801435	0.3384398	0.33358585	0.23671535	0.31096045	0.4227021	0.3632662	0.32210115	0.4504417	0.30221465	0.1956676	0.0687436	0.06195555	0.12429845	0.1590148	0.2522108	0.27910065	0.34259775	0.36551475	0.0750208	0.2689491	0.3226961	0.09432155	0.0881759	0.12815145	0.0842371	0.300848	0.27292365	0.28477015	0.2885058	0.07512715	0.1175366	0.1036928	0.3292611	0.21445595	0.0564392	0.03912435	0.30622225	0.22600255	0.0537474	0.09762165	0.03782055	0.1315628	0.27825695	0.32453625	0.15333115	0.11571675	0.05866495	0.0607918	0.0701503	0.0497884	0.23439915	0.0601587	0.0519074	0.0475479	0.06819975	0.10335405	0.05323925	0.1797157	0.07869375	0.05338855	0.23549635	0.3385223	0.2547442	0.0434189	0.0475055	0.07875675	0.04978875	0.033019	0.030717	0.07078155	0.30590655	0.2952148	0.04998235	0.03312145	0.3112268	0.0513897	0.0321392	0.2558179	0.0512181	0.0	0.0647246	0.0769378	0.26893495	0.40886875	0.0375974	0.0568821	0.0544744	0.04470485	0.04172525
M3.Index.L	0.3127961	0.38594675	0.3766656	0.3420413	0.33304065	0.22998925	0.31160955	0.414163	0.3547937	0.32722085	0.4483962	0.28285835	0.1574958	0.0587474	0.06065015	0.08577495	0.1271704	0.2463715	0.27677125	0.34310745	0.34340465	0.0549534	0.2631576	0.3261788	0.05865115	0.0718273	0.11905855	0.0664173	0.2848225	0.25605535	0.28521285	0.2907455	0.05888755	0.0841607	0.0813053	0.3181061	0.18722105	0.0587834	0.06816015	0.31606505	0.22617275	0.0607812	0.07026405	0.06347425	0.1185074	0.27273815	0.30619475	0.12628855	0.09577005	0.05373905	0.0785067	0.0601191	0.0631126	0.24047755	0.0551754	0.0516447	0.0561413	0.08847185	0.08623405	0.05780785	0.1616209	0.08397785	0.05587325	0.24531605	0.3319188	0.250993	0.0657234	0.0678271	0.06861885	0.05752235	0.0559863	0.0588382	0.07153265	0.30282025	0.306721	0.06659445	0.06774595	0.3165376	0.0746796	0.0623545	0.2552747	0.0780567	0.0647246	0.0	0.0812237	0.28033145	0.39748305	0.0676144	0.0733537	0.0684708	0.06891665	0.07347535
M9.Pinky.L	0.3105988	0.38163945	0.3715427	0.3310948	0.31508835	0.23019945	0.29853515	0.4023489	0.3503695	0.31260555	0.4339884	0.27316905	0.1755627	0.08392	0.08972345	0.10624065	0.1476416	0.2405777	0.26364895	0.32507145	0.34375355	0.0736224	0.2483158	0.3074548	0.10026855	0.0855505	0.11990685	0.0923288	0.2863659	0.25829555	0.27010485	0.2725995	0.08130305	0.1159314	0.1098957	0.3134412	0.20670625	0.0909631	0.07723285	0.30024695	0.21745385	0.0654847	0.10140315	0.07124255	0.1172054	0.27198055	0.30237725	0.15120895	0.11717055	0.08862115	0.0740641	0.1048263	0.0967521	0.22256855	0.0601096	0.0788398	0.0648958	0.06687075	0.09116795	0.08122225	0.1648664	0.07339635	0.08384255	0.22483385	0.3304318	0.2439258	0.083204	0.0736263	0.08487865	0.07118745	0.0610375	0.071349	0.09425905	0.27518455	0.2990907	0.08311545	0.07904255	0.2968686	0.0638453	0.0735896	0.246088	0.09554	0.0769378	0.0812237	0.0	0.26813685	0.38968935	0.0691801	0.083353	0.0921469	0.08653565	0.07955595
K3.S	0.25769005	0.3020929	0.21106225	0.20019135	0.2268415	0.2047835	0.1941648	0.30803985	0.17423645	0.1544111	0.36703445	0.1581746	0.26433625	0.27925095	0.2780551	0.2604773	0.24660495	0.20732345	0.2070588	0.2111769	0.272187	0.27125975	0.18863845	0.22144015	0.2773694	0.27314115	0.2391819	0.26237955	0.23619705	0.2167177	0.1266764	0.10786585	0.2601629	0.27691505	0.28780185	0.22287065	0.2648374	0.27775895	0.2784601	0.1135399	0.2180183	0.26881115	0.2693076	0.2741406	0.24301795	0.2022505	0.2147451	0.2930814	0.2777722	0.2843167	0.26011135	0.30021855	0.29469915	0.2070937	0.27266165	0.28545555	0.28065485	0.2649846	0.2555128	0.2854775	0.22255335	0.2439997	0.2831736	0.1179369	0.19183765	0.19286255	0.29218485	0.28467145	0.2727081	0.2777797	0.27516065	0.27128055	0.2418901	0.2169134	0.15283725	0.2913412	0.2754194	0.10805995	0.26707245	0.27491455	0.32933815	0.30064735	0.26893495	0.28033145	0.26813685	0.0	0.2947522	0.27920695	0.28877705	0.30088085	0.2910844	0.267019
K3.D	0.31781995	0.144306	0.26402015	0.19482795	0.2173147	0.3021897	0.2734476	0.10231345	0.24863565	0.2799049	0.13508515	0.3113652	0.38019105	0.39725685	0.4087072	0.3704427	0.36065325	0.29243215	0.3084104	0.2218689	0.2045105	0.37978095	0.33210405	0.28650985	0.3890927	0.39305005	0.3762213	0.38206555	0.31542275	0.3326487	0.2567975	0.28839715	0.3856289	0.38366845	0.40915875	0.27154555	0.3794755	0.39307115	0.395475	0.2394705	0.3557703	0.38935545	0.3873918	0.3969351	0.37734495	0.278781	0.18238	0.415615	0.3937796	0.4083726	0.39142625	0.40007935	0.41174135	0.323854	0.38865695	0.39720085	0.39185605	0.3860628	0.3687109	0.3950451	0.34749545	0.3803006	0.4044692	0.3081807	0.25569735	0.30165355	0.39897535	0.38758445	0.3961519	0.3986231	0.40097265	0.40427315	0.3801436	0.3257216	0.33728835	0.3936782	0.3980127	0.30115075	0.38048135	0.40800835	0.38376775	0.41156405	0.40886875	0.39748305	0.38968935	0.2947522	0.0	0.40104525	0.41355265	0.42364865	0.4087183	0.4004983
K2.X	0.3351531	0.39942265	0.375569	0.348836	0.34750365	0.24432015	0.32319375	0.4195378	0.3531673	0.32584195	0.44297	0.30045985	0.1989389	0.0725336	0.07772595	0.12439745	0.1601904	0.2578723	0.29123795	0.35076735	0.36225045	0.075068	0.2745328	0.3350742	0.08709825	0.0901087	0.13364185	0.0936022	0.3134476	0.28411985	0.29532375	0.2933961	0.07680195	0.1120718	0.1090645	0.3416522	0.21795585	0.0553776	0.03295935	0.31179495	0.23839615	0.0557049	0.10043695	0.02523965	0.13379	0.29204885	0.32082565	0.15644035	0.11404825	0.05998665	0.0629695	0.0582967	0.0508238	0.24571715	0.0616846	0.0445861	0.0380072	0.05502485	0.10044415	0.04024845	0.1879265	0.08636565	0.06223645	0.24528875	0.3489075	0.2657252	0.0360408	0.034919	0.08036375	0.04385515	0.0363312	0.0422479	0.09523255	0.30661735	0.3030785	0.02965565	0.03845125	0.3166192	0.0450238	0.0412376	0.246043	0.0359601	0.0375974	0.0676144	0.0691801	0.27920695	0.40104525	0.0	0.0633674	0.0586118	0.03673735	0.04511235
K2.A	0.3428006	0.38889975	0.3839965	0.359898	0.34065425	0.25786115	0.32004285	0.4298169	0.3640663	0.34935935	0.4533807	0.28929305	0.1691648	0.087715	0.07539635	0.11482345	0.1573978	0.269989	0.29359125	0.34758515	0.37027005	0.0911912	0.2744054	0.3376752	0.10933015	0.1057681	0.13328155	0.0920078	0.3048915	0.28664175	0.29965735	0.3136517	0.09650605	0.1298514	0.0939757	0.3247945	0.21890665	0.0716488	0.07085435	0.33144095	0.23927055	0.0837998	0.08950735	0.05999495	0.1456985	0.29153365	0.32303245	0.13462425	0.12260905	0.07544475	0.1006628	0.0807283	0.0601232	0.25142245	0.0726975	0.0695304	0.0645479	0.09492405	0.09823075	0.07393135	0.2012072	0.11474645	0.05822015	0.26070715	0.3569688	0.2661226	0.067217	0.0703534	0.09018835	0.05793515	0.0531836	0.0675644	0.10051925	0.31469395	0.3166587	0.07937265	0.07676705	0.3350258	0.0826794	0.0503727	0.2769921	0.0796594	0.0568821	0.0733537	0.083353	0.28877705	0.41355265	0.0633674	0.0	0.0429948	0.06465885	0.08333695
K2.P	0.347333	0.38941555	0.3901009	0.367005	0.34669795	0.25892885	0.32625695	0.4378187	0.3688218	0.35149865	0.4674248	0.29335035	0.1646466	0.0879345	0.07691565	0.11910025	0.1572588	0.2746482	0.30082375	0.35255955	0.37951375	0.0899188	0.2819711	0.3458243	0.10366215	0.1025684	0.14663145	0.0824141	0.3120796	0.29494525	0.30892005	0.3186851	0.09076785	0.1233745	0.0792003	0.3381347	0.22518195	0.0750672	0.07436075	0.33890515	0.23693665	0.0844527	0.09054365	0.05774455	0.1541574	0.29458895	0.33417895	0.11687395	0.12200705	0.06633265	0.0989994	0.0717917	0.0626078	0.25718755	0.0738708	0.0597369	0.0644455	0.10278525	0.10666595	0.06112955	0.2004052	0.10749305	0.06254485	0.27076365	0.3636773	0.2708941	0.0653944	0.0725276	0.08911305	0.06402985	0.0527191	0.0620866	0.09251785	0.32118375	0.3221432	0.06570565	0.06920945	0.3413472	0.0830176	0.0493326	0.272662	0.073326	0.0544744	0.0684708	0.0921469	0.30088085	0.42364865	0.0586118	0.0429948	0.0	0.06495985	0.07785335
M9.Middle.L	0.35241105	0.4153551	0.38508705	0.36077795	0.3586848	0.2581314	0.3362185	0.42856295	0.36229575	0.341045	0.45821795	0.3119546	0.20317805	0.07043545	0.0761384	0.1319577	0.16867295	0.27487515	0.3065071	0.3703509	0.3733802	0.08096335	0.28584935	0.34615215	0.0904252	0.09648385	0.140616	0.09911955	0.32532265	0.3020073	0.3100048	0.30754125	0.0829831	0.11726145	0.11084565	0.35753505	0.2225506	0.05932725	0.0504262	0.3275398	0.256253	0.06602765	0.1007398	0.0414406	0.14847345	0.3077071	0.3363855	0.1621068	0.1106261	0.0619045	0.07531005	0.04975085	0.03389975	0.2601911	0.07802505	0.04546235	0.04035555	0.0754656	0.1103718	0.051947	0.19600175	0.0964153	0.0574475	0.2562431	0.36179145	0.28273285	0.03135595	0.04222275	0.0790619	0.038329	0.04760235	0.05491405	0.1030847	0.3199689	0.31307935	0.0373915	0.0413446	0.33307785	0.06142665	0.05081225	0.25049095	0.02686805	0.04470485	0.06891665	0.08653565	0.2910844	0.4087183	0.03673735	0.06465885	0.06495985	0.0	0.0690715
K2.M	0.31665375	0.3940037	0.37118815	0.33331235	0.3371341	0.2316621	0.309905	0.41950095	0.35314385	0.3133107	0.44227615	0.3013969	0.19819535	0.07203705	0.0782664	0.1256883	0.15917715	0.24600985	0.2799855	0.3415466	0.3548372	0.06737415	0.27151815	0.32362175	0.089435	0.09124845	0.1311033	0.08966495	0.29709565	0.2660428	0.2849635	0.28083785	0.0726695	0.10911875	0.10705985	0.32588755	0.2164242	0.05876595	0.0432688	0.2931316	0.2274308	0.05098375	0.1021763	0.045887	0.12526755	0.2765945	0.3200395	0.1518348	0.1157168	0.0645865	0.04988655	0.07463165	0.07263375	0.2306236	0.06891585	0.05830785	0.05238965	0.053747	0.1052651	0.0538499	0.17521485	0.0716107	0.0754029	0.2334067	0.33250335	0.25223295	0.06176565	0.04903335	0.0832844	0.0660033	0.04904035	0.03833845	0.0797056	0.3023059	0.29016985	0.0497184	0.0436184	0.30415825	0.05098345	0.05549415	0.24308905	0.05982295	0.04172525	0.07347535	0.07955595	0.267019	0.4004983	0.04511235	0.08333695	0.07785335	0.0690715	0.0